# time 'cAMP_on' 'free_Ca2+' 'all_Ca2+' 'bound_Ca2+!_' 'PKAa!_' 'PKAa?' 'PKA()' 'CDK5!_' 'CK1p~?' 'PP2Ap~?' 'PP2Aca_!' 'PP2C!_' 'PP2Ba~?' 'PDEp~?' 'DARPP_unphosph~?' 'Thr75~?' 'Thr34~?' 'Ser137~?' 'Thr75:Ser137~?' 'Thr34:Thr75~?' 'Thr34:Ser137~?' 'Thr34:Thr75:Ser137~?' 'D34*~?' 'D75*~?' 'D137*~?' 'r'
 3.710000E+02 623 29 618 589 52 74 74 64 45 4 1 30 99 499 1054 369 492 201 86 348 300 150 1290 953 737 4.862325E-02
 3.713333E+02 614 35 616 581 35 74 74 71 43 2 1 30 97 502 1067 361 491 197 88 345 295 156 1287 950 736 4.864193E-02
 3.716667E+02 611 16 619 603 38 73 73 69 36 2 1 26 110 493 1058 361 486 206 90 354 297 148 1285 953 741 4.865972E-02
 3.720000E+02 604 25 616 591 45 74 74 59 42 4 1 31 98 485 1050 371 482 210 82 352 302 151 1287 956 745 4.867925E-02
 3.723333E+02 600 23 618 595 39 74 74 58 49 4 1 27 105 483 1046 385 471 206 83 357 298 154 1280 979 741 4.870011E-02
 3.726667E+02 592 28 614 586 39 70 70 66 50 3 2 29 101 482 1076 379 462 201 84 355 299 144 1260 962 728 4.872527E-02
 3.730000E+02 586 22 612 590 46 72 72 71 44 4 2 28 104 480 1076 380 457 202 85 362 292 146 1257 973 725 4.875176E-02
 3.733333E+02 580 34 609 575 38 71 71 70 37 4 1 32 98 479 1088 372 465 201 92 348 283 151 1247 963 727 4.877541E-02
 3.736667E+02 569 36 611 575 48 72 72 62 38 3 1 24 94 478 1095 372 462 204 93 339 284 151 1236 955 732 4.880145E-02
 3.740000E+02 564 22 608 586 39 68 68 63 41 3 0 33 101 476 1080 373 473 217 90 331 285 151 1240 945 743 4.882569E-02
 3.743333E+02 559 15 609 594 42 71 71 74 46 3 0 22 106 475 1076 392 478 220 80 324 280 150 1232 946 730 4.884592E-02
 3.746667E+02 557 31 609 578 39 70 70 64 39 3 0 30 99 471 1082 379 476 230 77 323 288 145 1232 924 740 4.886773E-02
 3.750000E+02 554 23 610 587 38 69 69 71 43 3 1 27 100 469 1079 391 465 227 80 322 289 147 1223 940 743 4.888639E-02
 3.753333E+02 550 24 609 585 33 67 67 60 41 6 1 31 102 473 1090 389 458 219 80 326 280 158 1222 953 737 4.890913E-02
 3.756667E+02 545 23 604 581 34 70 70 63 42 1 1 23 100 471 1100 380 455 222 88 328 271 156 1210 952 737 4.893304E-02
 3.760000E+02 542 21 596 575 38 70 70 59 36 2 1 28 101 467 1082 384 464 231 87 326 270 156 1216 953 744 4.895398E-02
 3.763333E+02 536 14 594 580 37 70 70 58 36 1 2 32 99 468 1073 363 471 228 99 328 278 160 1237 950 765 4.897298E-02
 3.766667E+02 533 21 593 572 41 70 70 63 39 0 0 34 101 460 1069 377 472 226 96 318 274 168 1232 959 764 4.899200E-02
 3.770000E+02 526 23 595 572 36 68 68 69 53 1 0 27 95 457 1063 399 454 223 97 327 272 165 1218 988 757 4.901200E-02
 3.773333E+02 519 21 594 573 33 67 67 71 52 4 1 35 94 453 1061 404 458 214 101 336 263 163 1220 1004 741 4.903020E-02
 3.776667E+02 516 21 596 575 35 67 67 63 51 4 1 29 99 450 1059 410 466 219 100 332 254 160 1212 1002 733 4.905380E-02
 3.780000E+02 515 24 596 572 41 67 67 65 45 4 0 30 98 449 1066 416 478 209 96 325 252 158 1213 995 715 4.907690E-02
 3.783333E+02 514 25 597 572 42 68 68 58 44 3 0 30 100 446 1070 426 480 208 98 317 247 154 1198 995 707 4.909748E-02
 3.786667E+02 507 26 600 574 41 67 67 65 43 7 0 32 100 443 1065 431 467 208 98 322 249 160 1198 1011 715 4.912068E-02
 3.790000E+02 502 18 601 583 35 67 67 66 43 5 1 26 105 435 1080 415 473 212 95 318 251 156 1198 984 714 4.914406E-02
 3.793333E+02 498 14 601 587 42 65 65 66 42 2 1 32 107 437 1095 408 460 205 101 328 249 154 1191 991 709 4.916692E-02
 3.796667E+02 495 32 599 567 49 68 68 67 43 1 1 39 90 448 1085 428 449 204 97 334 251 152 1186 1011 704 4.919265E-02
 3.800000E+02 490 21 600 579 35 67 67 65 46 5 1 30 99 450 1079 433 451 211 94 327 257 148 1183 1002 710 4.921888E-02
 3.803333E+02 485 19 594 575 36 66 66 66 41 4 1 27 102 435 1082 444 434 212 87 326 263 152 1175 1009 714 4.924360E-02
 3.806667E+02 482 16 592 576 40 64 64 66 38 1 2 23 99 432 1086 445 431 204 93 327 266 148 1172 1013 711 4.926891E-02
 3.810000E+02 480 31 594 563 26 66 66 72 41 3 3 37 90 431 1086 427 438 209 100 331 269 140 1178 998 718 4.929121E-02
 3.813333E+02 478 23 595 572 41 66 66 61 41 4 2 23 95 427 1084 427 447 210 103 324 263 142 1176 996 718 4.931709E-02
 3.816667E+02 473 22 594 572 39 65 65 68 50 6 2 38 98 425 1070 423 470 198 115 320 259 145 1194 1003 717 4.934098E-02
 3.820000E+02 473 24 595 571 41 66 66 58 43 5 1 29 99 423 1062 418 463 207 118 326 264 142 1195 1004 731 4.936221E-02
 3.823333E+02 466 22 593 571 43 66 66 65 49 5 1 27 99 431 1057 416 464 212 113 320 277 141 1202 990 743 4.938340E-02
 3.826667E+02 466 21 596 575 43 65 65 64 51 2 1 35 100 434 1054 419 471 210 115 316 271 144 1202 994 740 4.941122E-02
 3.830000E+02 461 27 594 567 37 65 65 62 46 1 1 30 92 429 1049 428 469 210 114 323 272 135 1199 1000 731 4.943716E-02
 3.833333E+02 457 20 591 571 44 65 65 69 47 3 1 19 103 427 1062 421 472 203 116 324 270 132 1198 993 721 4.945678E-02
 3.836667E+02 454 24 590 566 41 66 66 81 42 4 2 28 89 426 1058 414 472 214 107 328 280 127 1207 976 728 4.948204E-02
 3.840000E+02 452 26 591 565 38 64 64 64 45 2 1 31 93 429 1059 415 471 203 113 328 289 122 1210 978 727 4.951064E-02
 3.843333E+02 450 24 590 566 38 66 66 74 45 2 0 28 100 425 1056 408 466 209 113 333 287 128 1214 982 737 4.953316E-02
 3.846667E+02 447 24 589 565 39 66 66 60 45 2 1 32 94 420 1070 396 458 207 116 335 284 134 1211 981 741 4.955873E-02
 3.850000E+02 447 25 592 567 41 64 64 65 40 4 1 33 94 421 1061 402 458 218 112 336 279 134 1207 984 743 4.958294E-02
 3.853333E+02 444 16 593 577 36 63 63 72 46 4 1 21 103 430 1057 403 458 226 110 338 272 136 1204 987 744 4.960970E-02
 3.856667E+02 443 22 596 574 37 66 66 57 42 3 0 32 100 425 1057 407 446 230 114 339 265 142 1192 1002 751 4.963953E-02
 3.860000E+02 440 30 595 565 37 65 65 62 45 3 1 40 92 427 1064 406 440 224 125 332 258 151 1181 1014 758 4.966904E-02
 3.863333E+02 435 20 593 573 43 64 64 67 48 5 1 37 94 427 1079 409 442 223 109 325 263 150 1180 993 745 4.969657E-02
 3.866667E+02 431 23 594 571 34 65 65 66 44 2 3 37 97 424 1094 406 424 212 111 333 274 146 1177 996 743 4.972284E-02
 3.870000E+02 426 27 594 567 47 64 64 64 44 3 3 35 92 428 1095 405 423 205 119 342 273 138 1176 1004 735 4.975003E-02
 3.873333E+02 424 28 596 568 46 62 62 59 47 2 2 27 103 430 1079 412 429 208 118 341 267 146 1183 1017 739 4.978332E-02
 3.876667E+02 423 19 595 576 39 61 61 65 45 2 2 40 97 421 1087 407 423 214 114 332 278 145 1178 998 751 4.981260E-02
 3.880000E+02 422 25 598 573 37 60 60 56 48 2 1 27 96 416 1092 403 425 214 114 333 268 151 1177 1001 747 4.983923E-02
 3.883333E+02 422 21 593 572 39 62 62 61 48 3 2 34 95 413 1111 393 410 209 119 343 272 143 1168 998 743 4.986193E-02
 3.886667E+02 420 27 591 564 40 62 62 68 53 3 2 27 93 417 1093 397 423 211 115 349 269 143 1184 1004 738 4.988712E-02
 3.890000E+02 417 25 588 563 38 62 62 62 47 4 1 27 95 417 1095 381 432 214 121 354 260 143 1189 999 738 4.991599E-02
 3.893333E+02 414 14 591 577 33 60 60 70 43 7 1 28 97 416 1101 385 424 201 123 363 261 142 1190 1013 727 4.994510E-02
 3.896667E+02 412 17 592 575 32 60 60 68 41 3 1 25 97 416 1096 402 430 199 119 357 258 139 1184 1017 715 4.997150E-02
 3.900000E+02 411 21 591 570 31 61 61 70 44 4 2 33 95 412 1110 394 426 212 109 359 260 130 1175 992 711 5.000282E-02
 3.903333E+02 409 17 588 571 32 62 62 73 44 6 1 33 99 410 1112 408 422 207 106 353 260 132 1167 999 705 5.002900E-02
 3.906667E+02 406 27 585 558 37 61 61 62 44 2 2 37 91 415 1099 411 414 207 111 351 265 142 1172 1015 725 5.005764E-02
 3.910000E+02 405 21 584 563 38 60 60 78 51 1 1 28 95 406 1104 402 404 203 111 367 276 133 1180 1013 723 5.008231E-02
 3.913333E+02 403 19 580 561 45 61 61 64 47 1 1 29 95 406 1097 409 422 210 104 347 268 143 1180 1003 725 5.010949E-02
 3.916667E+02 402 29 580 551 35 62 62 63 45 4 1 25 92 402 1095 402 428 224 96 346 269 140 1183 984 729 5.013549E-02
 3.920000E+02 400 26 581 555 34 61 61 63 55 3 1 28 91 401 1090 397 430 216 106 349 273 139 1191 991 734 5.016473E-02
 3.923333E+02 398 22 580 558 41 62 62 64 49 4 0 30 87 399 1112 392 439 208 99 338 270 142 1189 971 719 5.019320E-02
 3.926667E+02 397 26 582 556 39 60 60 62 57 3 0 32 90 399 1119 376 451 212 96 334 267 145 1197 951 720 5.022065E-02
 3.930000E+02 396 28 577 549 34 60 60 70 59 2 1 28 85 396 1116 383 461 211 89 336 264 140 1201 948 704 5.024752E-02
 3.933333E+02 394 27 577 550 41 59 59 60 57 5 0 28 89 392 1112 389 467 216 89 327 259 141 1194 946 705 5.027576E-02
 3.936667E+02 393 22 577 555 33 60 60 69 50 4 1 35 90 393 1104 409 484 211 91 303 264 134 1185 937 700 5.029803E-02
 3.940000E+02 391 18 580 562 35 59 59 72 52 4 0 32 94 395 1107 413 465 216 93 310 261 135 1171 951 705 5.032359E-02
 3.943333E+02 387 23 575 552 37 59 59 70 52 2 0 32 84 401 1133 401 458 203 95 309 262 139 1168 944 699 5.034954E-02
 3.946667E+02 387 21 570 549 32 60 60 80 56 2 1 28 91 394 1147 393 464 203 93 310 251 139 1164 935 686 5.037606E-02
 3.950000E+02 387 25 566 541 34 59 59 71 50 2 1 24 84 394 1145 391 454 213 87 322 244 144 1164 944 688 5.040545E-02
 3.953333E+02 383 17 564 547 30 58 58 61 46 2 1 28 82 389 1130 399 450 225 86 325 245 140 1160 950 696 5.043176E-02
 3.956667E+02 382 25 561 536 37 60 60 58 44 2 0 32 82 388 1133 403 442 235 82 318 246 141 1147 944 704 5.045772E-02
 3.960000E+02 382 28 558 530 39 58 58 65 46 2 0 28 83 382 1144 399 452 220 78 315 250 142 1159 934 690 5.048543E-02
 3.963333E+02 381 18 556 538 36 58 58 73 48 2 0 33 81 382 1140 401 455 221 80 313 254 136 1158 930 691 5.051258E-02
 3.966667E+02 378 19 556 537 37 60 60 64 46 0 1 26 83 386 1136 399 463 217 82 320 243 140 1166 941 682 5.054100E-02
 3.970000E+02 377 21 559 538 33 59 59 62 45 2 0 30 87 391 1154 370 453 222 82 342 234 143 1172 937 681 5.056734E-02
 3.973333E+02 374 22 555 533 39 59 59 60 47 3 1 34 81 398 1153 373 463 222 78 328 235 148 1174 927 683 5.059575E-02
 3.976667E+02 372 24 554 530 31 59 59 69 46 1 0 30 77 400 1145 382 461 221 78 324 242 147 1174 931 688 5.062576E-02
 3.980000E+02 371 25 555 530 38 60 60 69 43 0 0 32 83 401 1147 392 456 218 78 318 252 139 1165 927 687 5.065226E-02
 3.983333E+02 369 24 550 526 28 60 60 69 37 4 0 31 76 402 1122 409 462 224 78 319 245 141 1167 947 688 5.068142E-02
 3.986667E+02 368 21 554 533 34 60 60 61 45 5 1 32 77 403 1126 406 472 217 85 319 247 128 1166 938 677 5.070901E-02
 3.990000E+02 366 17 552 535 38 57 57 63 50 1 1 29 81 397 1111 408 475 221 86 326 244 129 1174 949 680 5.073960E-02
 3.993333E+02 365 21 549 528 33 59 59 65 48 1 0 23 78 393 1123 412 482 213 84 322 238 126 1168 944 661 5.076892E-02
 3.996667E+02 364 19 549 530 35 60 60 75 52 3 0 28 84 387 1136 404 474 204 88 323 255 116 1168 931 663 5.079790E-02
 4.000000E+02 360 15 555 540 37 60 60 68 56 3 0 32 84 378 1125 410 485 200 87 322 250 121 1178 940 658 5.082659E-02
 4.003333E+02 359 8 554 546 28 60 60 74 58 3 2 25 87 385 1112 431 485 209 78 323 242 120 1170 952 649 5.085621E-02
 4.006667E+02 357 11 553 542 33 60 60 65 56 4 2 28 84 392 1122 439 492 206 67 319 240 115 1166 940 628 5.088424E-02
 4.010000E+02 353 12 553 541 34 59 59 67 51 1 1 28 87 386 1103 450 487 212 72 326 238 112 1163 960 634 5.091637E-02
 4.013333E+02 352 22 556 534 31 60 60 59 49 2 2 26 86 379 1077 464 489 214 79 329 226 122 1166 994 641 5.094496E-02
 4.016667E+02 352 16 553 537 36 60 60 61 47 2 1 28 82 385 1083 461 497 217 79 319 221 123 1160 982 640 5.097307E-02
 4.020000E+02 351 20 551 531 35 58 58 71 48 2 1 31 82 385 1085 445 504 212 89 319 217 129 1169 982 647 5.100146E-02
 4.023333E+02 345 14 549 535 30 55 55 70 46 3 1 32 80 379 1070 451 506 215 92 317 221 128 1172 988 656 5.102972E-02
 4.026667E+02 344 26 547 521 30 55 55 63 45 4 1 30 81 381 1082 438 492 216 97 325 229 121 1167 981 663 5.105597E-02
 4.030000E+02 344 19 546 527 33 56 56 72 42 2 1 31 81 386 1085 428 480 220 105 324 233 125 1162 982 683 5.108801E-02
 4.033333E+02 343 28 544 516 39 55 55 68 49 3 0 27 82 384 1079 428 472 227 104 337 227 126 1162 995 684 5.111568E-02
 4.036667E+02 341 17 538 521 35 54 54 65 52 4 1 33 73 381 1079 420 483 230 102 333 234 119 1169 974 685 5.114523E-02
 4.040000E+02 339 15 538 523 33 54 54 74 52 3 1 33 77 390 1063 420 491 232 101 333 237 123 1184 977 693 5.117628E-02
 4.043333E+02 337 15 541 526 32 54 54 60 49 3 0 29 82 389 1051 437 492 221 98 331 250 120 1193 986 689 5.120377E-02
 4.046667E+02 337 27 539 512 28 54 54 66 43 1 0 24 74 382 1055 436 494 220 97 332 251 115 1192 980 683 5.123118E-02
 4.050000E+02 336 21 537 516 29 54 54 60 50 1 0 26 74 377 1061 435 487 218 98 334 248 119 1188 986 683 5.125864E-02
 4.053333E+02 336 21 538 517 26 53 53 66 52 3 1 22 72 370 1046 444 493 219 104 331 247 116 1187 995 686 5.128957E-02
 4.056667E+02 336 18 535 517 30 53 53 71 49 2 1 30 72 370 1030 459 487 216 104 342 244 118 1191 1023 682 5.131720E-02
 4.060000E+02 332 16 538 522 33 52 52 62 45 1 2 30 71 369 1029 466 487 222 101 340 231 124 1182 1031 678 5.134680E-02
 4.063333E+02 329 22 542 520 29 52 52 67 51 1 0 31 75 363 1005 479 499 220 109 336 230 122 1187 1046 681 5.137637E-02
 4.066667E+02 329 15 543 528 33 49 49 72 52 0 0 29 82 369 1010 471 501 215 108 341 233 121 1196 1041 677 5.140381E-02
 4.070000E+02 328 19 543 524 27 51 51 57 51 1 0 33 86 369 1013 486 483 214 105 347 238 114 1182 1052 671 5.143437E-02
 4.073333E+02 327 16 540 524 30 52 52 56 47 2 0 31 75 368 1018 486 488 207 104 349 227 121 1185 1060 659 5.146173E-02
 4.076667E+02 324 18 540 522 32 52 52 67 54 1 0 20 76 369 1013 483 490 205 112 353 222 122 1187 1070 661 5.148939E-02
 4.080000E+02 320 24 540 516 32 52 52 54 49 1 0 30 74 370 1010 478 497 207 114 349 226 119 1191 1060 666 5.152115E-02
 4.083333E+02 318 22 540 518 29 52 52 59 43 1 0 21 76 370 1011 489 502 207 106 348 215 122 1187 1065 650 5.155151E-02
 4.086667E+02 315 15 541 526 33 52 52 64 49 2 0 30 79 370 1028 486 503 196 108 348 213 118 1182 1060 635 5.158063E-02
 4.090000E+02 313 21 539 518 30 52 52 66 53 2 0 29 79 372 1029 491 516 188 104 346 207 119 1188 1060 618 5.160797E-02
 4.093333E+02 308 24 541 517 28 51 51 52 58 3 1 28 79 371 1042 490 497 198 94 351 204 124 1176 1059 620 5.163774E-02
 4.096667E+02 304 18 538 520 23 49 49 69 53 1 0 28 76 372 1065 477 481 189 96 370 203 119 1173 1062 607 5.166605E-02
 4.100000E+02 303 24 544 520 36 52 52 60 51 0 0 25 83 369 1058 491 466 198 92 381 199 115 1161 1079 604 5.169449E-02
 4.103333E+02 300 25 540 515 24 52 52 58 50 3 1 18 77 367 1057 490 456 212 90 380 200 115 1151 1075 617 5.172275E-02
 4.106667E+02 300 28 544 516 33 52 52 57 49 4 2 26 69 371 1059 486 462 215 97 363 202 116 1143 1062 630 5.175298E-02
 4.110000E+02 298 22 541 519 27 52 52 57 54 4 1 22 77 375 1054 480 465 213 103 368 196 121 1150 1072 633 5.177616E-02
 4.113333E+02 298 21 539 518 32 52 52 64 57 3 0 38 78 363 1059 480 456 221 100 363 193 128 1140 1071 642 5.180614E-02
 4.116667E+02 296 21 539 518 30 52 52 64 57 0 0 22 75 369 1041 496 461 226 96 362 189 129 1141 1083 640 5.183364E-02
 4.120000E+02 295 19 539 520 29 52 52 66 55 1 0 23 78 366 1050 492 446 223 100 366 198 125 1135 1083 646 5.186408E-02
 4.123333E+02 293 23 541 518 28 49 49 71 57 1 0 29 79 363 1047 500 446 221 98 362 201 125 1134 1085 645 5.189620E-02
 4.126667E+02 291 18 537 519 30 50 50 68 59 1 1 26 77 366 1053 498 433 222 98 367 206 123 1129 1086 649 5.193044E-02
 4.130000E+02 288 14 531 517 22 49 49 69 53 1 1 26 81 369 1064 495 419 226 93 368 206 129 1122 1085 654 5.196032E-02
 4.133333E+02 286 14 533 519 27 48 48 75 53 3 1 32 81 367 1058 502 421 226 92 371 209 121 1122 1086 648 5.199000E-02
 4.136667E+02 286 27 532 505 37 50 50 70 52 1 1 24 77 375 1069 500 433 218 91 361 209 119 1122 1071 637 5.202031E-02
 4.140000E+02 285 14 538 524 31 49 49 74 54 3 2 23 77 374 1071 506 447 216 91 347 199 123 1116 1067 629 5.204752E-02
 4.143333E+02 285 12 536 524 25 47 47 67 55 3 0 22 81 367 1078 504 445 217 91 342 195 128 1110 1065 631 5.208084E-02
 4.146667E+02 284 24 533 509 31 47 47 66 52 1 1 30 79 362 1089 500 446 214 92 334 197 128 1105 1054 631 5.211429E-02
 4.150000E+02 282 26 531 505 34 47 47 61 49 4 1 28 77 365 1082 496 445 222 83 346 204 122 1117 1047 631 5.214369E-02
 4.153333E+02 281 19 530 511 25 48 48 53 49 3 1 26 77 361 1077 492 438 233 81 342 213 124 1117 1039 651 5.217422E-02
 4.156667E+02 277 22 531 509 27 46 46 69 52 3 1 39 71 356 1083 472 429 238 90 352 215 121 1117 1035 664 5.220463E-02
 4.160000E+02 276 16 535 519 28 47 47 58 53 1 1 28 73 352 1078 485 429 235 87 350 217 119 1115 1041 658 5.222931E-02
 4.163333E+02 274 21 537 516 28 48 48 62 53 3 2 26 74 356 1106 478 423 229 88 351 208 117 1099 1034 642 5.226233E-02
 4.166667E+02 274 19 539 520 22 47 47 62 53 2 2 31 75 358 1102 478 439 225 90 347 208 111 1105 1026 634 5.229261E-02
 4.170000E+02 272 19 535 516 35 48 48 76 47 4 2 30 72 364 1099 473 437 228 96 352 205 110 1104 1031 639 5.232522E-02
 4.173333E+02 268 19 532 513 31 48 48 67 47 3 1 17 72 358 1077 489 438 229 101 353 210 103 1104 1046 643 5.235452E-02
 4.176667E+02 266 20 533 513 28 47 47 67 53 3 1 38 74 351 1068 502 447 229 103 341 205 105 1098 1051 642 5.238353E-02
 4.180000E+02 265 18 528 510 30 48 48 61 53 3 0 30 76 354 1089 487 438 226 102 344 210 104 1096 1037 642 5.241400E-02
 4.183333E+02 264 19 529 510 32 46 46 63 51 5 0 26 72 349 1085 500 429 226 102 354 206 98 1087 1054 632 5.244763E-02
 4.186667E+02 262 18 530 512 30 47 47 63 47 3 0 25 71 356 1083 495 431 234 98 352 208 99 1090 1044 639 5.247902E-02
 4.190000E+02 259 18 528 510 28 47 47 66 47 4 0 22 75 350 1093 489 443 235 95 344 204 97 1088 1025 631 5.250912E-02
 4.193333E+02 256 25 527 502 27 48 48 63 43 3 0 27 67 347 1082 491 446 229 103 342 206 101 1095 1037 639 5.254336E-02
 4.196667E+02 255 22 528 506 28 48 48 60 46 3 0 28 69 339 1105 470 427 231 110 352 207 98 1084 1030 646 5.257740E-02
 4.200000E+02 252 19 532 513 33 48 48 62 49 2 1 27 69 341 1095 473 435 226 118 345 206 102 1088 1038 652 5.260627E-02
 4.203333E+02 251 21 533 512 28 48 48 64 55 1 0 32 76 345 1086 488 434 227 118 347 193 107 1081 1060 645 5.263358E-02
 4.206667E+02 248 22 538 516 29 48 48 68 53 0 0 23 76 343 1083 493 439 228 115 343 189 110 1081 1061 642 5.266614E-02
 4.210000E+02 246 15 534 519 36 47 47 59 57 1 1 23 82 341 1077 521 437 224 106 334 190 111 1072 1072 631 5.269616E-02
 4.213333E+02 244 22 532 510 33 48 48 65 58 2 2 25 88 346 1093 522 428 223 103 341 183 107 1059 1073 616 5.272639E-02
 4.216667E+02 243 6 530 524 26 48 48 67 60 3 2 22 77 350 1106 516 425 217 106 343 177 110 1055 1075 610 5.275765E-02
 4.220000E+02 241 16 528 512 31 48 48 62 61 3 2 29 71 345 1114 506 434 212 112 336 174 112 1056 1066 610 5.278926E-02
 4.223333E+02 240 18 525 507 30 48 48 74 59 3 3 24 73 343 1125 490 432 214 112 336 186 105 1059 1043 617 5.281927E-02
 4.226667E+02 240 12 523 511 26 48 48 57 50 6 5 28 72 352 1121 490 448 217 107 333 181 103 1065 1033 608 5.284771E-02
 4.230000E+02 239 13 528 515 27 47 47 64 55 2 5 21 72 347 1124 494 460 216 100 322 182 102 1066 1018 600 5.287803E-02
 4.233333E+02 239 19 530 511 29 48 48 72 56 1 1 26 71 342 1127 494 458 215 106 324 179 97 1058 1021 597 5.290831E-02
 4.236667E+02 237 31 524 493 31 48 48 73 55 1 1 20 69 341 1109 491 470 219 108 332 175 96 1073 1027 598 5.294076E-02
 4.240000E+02 236 17 524 507 20 48 48 63 51 5 1 23 76 342 1112 486 476 211 110 329 183 93 1081 1018 597 5.297411E-02
 4.243333E+02 234 15 524 509 27 48 48 55 51 4 1 34 73 341 1129 469 469 214 106 335 191 87 1082 997 598 5.300540E-02
 4.246667E+02 234 20 525 505 34 47 47 68 51 2 3 23 72 339 1126 467 470 218 107 339 189 84 1082 997 598 5.303321E-02
 4.250000E+02 232 20 524 504 29 48 48 56 55 2 0 19 72 336 1137 478 442 218 99 350 190 86 1068 1013 593 5.306470E-02
 4.253333E+02 230 27 520 493 24 48 48 65 57 0 1 31 72 330 1135 480 458 219 98 339 184 87 1068 1004 588 5.309558E-02
 4.256667E+02 229 14 518 504 27 47 47 59 58 1 0 27 68 336 1128 498 455 215 96 340 182 86 1063 1020 579 5.312833E-02
 4.260000E+02 226 20 518 498 29 48 48 65 54 1 0 34 72 338 1129 512 435 206 101 338 192 87 1052 1038 586 5.315797E-02
 4.263333E+02 224 13 515 502 33 46 46 66 47 1 0 27 75 336 1140 502 445 207 95 338 187 86 1056 1021 575 5.318787E-02
 4.266667E+02 224 20 511 491 23 44 44 59 46 1 1 25 69 332 1114 518 438 220 93 335 194 88 1055 1034 595 5.321720E-02
 4.270000E+02 224 16 508 492 23 43 43 68 46 2 2 32 72 333 1121 518 447 221 90 313 192 98 1050 1019 601 5.324554E-02
 4.273333E+02 221 10 511 501 22 44 44 72 45 1 1 23 70 326 1123 514 448 226 93 314 184 98 1044 1019 601 5.327655E-02
 4.276667E+02 219 20 514 494 27 43 43 66 55 0 0 25 64 322 1136 499 440 236 92 321 182 94 1037 1006 604 5.330496E-02
 4.280000E+02 218 19 513 494 26 42 42 64 55 0 0 30 70 323 1117 514 447 243 88 315 183 93 1038 1010 607 5.333642E-02
 4.283333E+02 218 19 515 496 28 42 42 72 55 1 0 25 65 313 1116 523 454 232 86 315 174 100 1043 1024 592 5.336651E-02
 4.286667E+02 215 21 522 501 27 42 42 65 53 0 1 20 67 307 1120 517 446 226 92 320 176 103 1045 1032 597 5.339682E-02
 4.290000E+02 212 9 522 513 24 42 42 68 52 2 1 28 74 310 1116 515 444 234 94 320 172 105 1041 1034 605 5.342706E-02
 4.293333E+02 212 18 520 502 29 42 42 62 50 2 0 24 72 310 1110 519 443 235 97 318 169 109 1039 1043 610 5.345513E-02
 4.296667E+02 212 12 522 510 30 42 42 64 52 2 0 25 70 312 1112 523 437 242 93 314 170 109 1030 1039 614 5.348205E-02
 4.300000E+02 210 18 524 506 23 42 42 70 51 2 0 26 68 312 1119 509 438 239 100 314 176 105 1033 1028 620 5.351294E-02
 4.303333E+02 208 23 525 502 23 41 41 68 49 0 0 33 79 317 1130 493 438 245 100 312 179 103 1032 1008 627 5.354342E-02
 4.306667E+02 208 15 527 512 29 41 41 72 57 0 0 25 74 317 1127 494 432 240 101 329 179 98 1038 1022 618 5.357102E-02
 4.310000E+02 208 17 530 513 18 42 42 58 54 2 1 31 79 318 1124 489 428 241 103 337 180 98 1043 1027 622 5.360528E-02
 4.313333E+02 206 21 529 508 19 42 42 59 50 2 2 19 72 325 1120 490 436 243 101 335 177 98 1046 1024 619 5.363779E-02
 4.316667E+02 205 24 531 507 24 41 41 49 51 9 1 31 77 332 1129 485 436 240 106 327 181 96 1040 1014 623 5.366753E-02
 4.320000E+02 204 15 530 515 32 42 42 69 48 5 1 21 78 328 1135 475 433 250 108 317 188 94 1032 994 640 5.370188E-02
 4.323333E+02 201 24 531 507 25 42 42 65 47 2 1 24 72 321 1116 489 440 251 107 323 184 90 1037 1009 632 5.373426E-02
 4.326667E+02 199 21 527 506 23 42 42 65 51 2 0 25 71 321 1111 494 432 246 115 324 184 94 1034 1027 639 5.376417E-02
 4.330000E+02 199 17 528 511 29 40 40 64 51 1 1 26 83 321 1119 489 430 232 130 322 181 97 1030 1038 640 5.379653E-02
 4.333333E+02 197 10 528 518 27 42 42 71 48 2 0 29 79 318 1118 491 426 240 130 326 177 92 1021 1039 639 5.382878E-02
 4.336667E+02 195 18 524 506 25 42 42 55 46 1 0 28 73 320 1106 504 424 241 125 320 189 91 1024 1040 646 5.386285E-02
 4.340000E+02 194 18 526 508 26 40 40 68 48 0 0 29 72 315 1099 505 430 239 126 320 194 87 1031 1038 646 5.389303E-02
 4.343333E+02 192 23 523 500 26 42 42 76 44 1 0 32 66 316 1108 510 419 241 121 324 187 90 1020 1045 639 5.392404E-02
 4.346667E+02 188 13 522 509 16 42 42 69 48 1 1 31 70 321 1117 493 419 246 119 330 178 98 1025 1040 641 5.395462E-02
 4.350000E+02 187 10 520 510 18 42 42 68 50 3 0 32 73 325 1117 493 429 245 108 333 183 92 1037 1026 628 5.398666E-02
 4.353333E+02 186 12 516 504 22 41 41 71 49 2 0 35 73 325 1123 489 432 244 105 334 186 87 1039 1015 622 5.401689E-02
 4.356667E+02 185 17 520 503 22 42 42 61 46 3 1 20 76 309 1126 492 419 235 110 336 193 89 1037 1027 627 5.404794E-02
 4.360000E+02 185 13 520 507 30 41 41 58 47 2 1 23 68 308 1133 486 428 230 114 333 188 88 1037 1021 620 5.407983E-02
 4.363333E+02 183 16 519 503 26 42 42 75 51 2 1 26 71 307 1132 492 426 231 111 324 193 91 1034 1018 626 5.411076E-02
